feature	ham_probability	spam_probability
aides	3.393863261701701e-06	3.870189094462087e-06
aids	2.4888330585812476e-06	3.09615127556967e-05
aiert	2.262575507801134e-07	2.9770685342016053e-05
aig	2.4662073035032363e-05	8.931205602604816e-07
aii	2.262575507801134e-07	7.144964482083853e-06
aiias	2.262575507801134e-07	1.2503687843646743e-05
aiity	2.262575507801134e-07	1.0419739869705618e-05
aiken	1.3575453046806805e-06	2.3816548273612843e-06
ail	2.262575507801134e-07	0.00014230387593483674
aile	2.262575507801134e-07	4.167895947882248e-06
aileen	2.262575507801134e-07	3.870189094462087e-06
ailing	8.824044480424424e-06	2.9770685342016053e-07
aim	1.85531191639693e-05	3.6915649824099906e-05
aimed	1.267042284368635e-05	8.931205602604816e-06
aimee	7.828511256991923e-05	2.9770685342016053e-07
aiming	3.1676057109215877e-06	8.633498749184656e-06
aimost	2.262575507801134e-07	5.061016508142729e-06
aims	3.6201208124818143e-06	2.6793616807814447e-06
ain	4.298893464822154e-06	1.2801394697066903e-05
ainda	2.262575507801134e-07	4.465602801302408e-06
ainsley	4.977666117162495e-06	2.9770685342016053e-07
aione	2.262575507801134e-07	1.161056728338626e-05
aiong	2.262575507801134e-07	4.167895947882248e-06
air	5.339678198410676e-05	0.00015272361580454235
airborne	1.1312877539005671e-06	3.870189094462087e-06
aircraft	1.538551345304771e-05	1.0122033016285458e-05
aiready	2.262575507801134e-07	4.584685542670472e-05
aires	5.203923667942609e-06	6.549550775243532e-06
airfare	3.1676057109215877e-06	3.274775387621766e-06
airflow	4.525151015602268e-07	4.167895947882248e-06
airfoil	2.262575507801134e-07	5.65643021498305e-06
airframe	2.262575507801134e-07	4.167895947882248e-06
airline	1.6290543656168164e-05	1.13128604299661e-05
airlines	4.54777677068028e-05	9.824326162865297e-06
airlock	2.262575507801134e-07	4.167895947882248e-06
airmail	8.371529378864195e-06	1.101515357654594e-05
airpark	2.262575507801134e-07	3.870189094462087e-06
airplane	1.8100604062409072e-06	4.7633096547225685e-06
airport	2.2852012628791453e-05	1.9648652325730595e-05
airports	1.8100604062409072e-06	1.2503687843646743e-05
airspace	6.787726523403402e-07	3.274775387621766e-06
airspeed	2.262575507801134e-07	4.167895947882248e-06
airtight	6.787726523403402e-07	3.870189094462087e-06
airway	2.262575507801134e-07	3.870189094462087e-06
airways	4.5251510156022686e-06	1.4885342671008026e-06
airy	2.262575507801134e-07	4.465602801302408e-06
aiso	2.262575507801134e-07	6.400697348533451e-05
aiternative	2.262575507801134e-07	1.3694515257327385e-05
aithough	2.262575507801134e-07	5.65643021498305e-06
aitken	4.525151015602268e-07	3.5724822410419264e-06
aiways	2.262575507801134e-07	3.0068392195436213e-05
ajar	2.262575507801134e-07	5.358723361562889e-06
ajello	4.977666117162495e-06	2.9770685342016053e-07
ak	1.3575453046806805e-06	8.633498749184656e-06
aka	2.715090609361361e-06	2.3816548273612843e-06
akin	4.072635914042041e-06	4.7633096547225685e-06
akron	6.787726523403402e-07	3.5724822410419264e-06
al	5.927947830438971e-05	0.0003087220069967065
ala	6.787726523403402e-07	5.65643021498305e-06
alabama	2.0363179570210205e-06	1.0717446723125779e-05
alabaster	2.262575507801134e-07	4.167895947882248e-06
alain	4.525151015602268e-07	1.2205980990226581e-05
alamac	8.145271828084082e-06	2.9770685342016053e-07
alamo	9.502817132764764e-06	3.274775387621766e-06
alan	3.891629873417951e-05	5.95413706840321e-06
alarm	4.977666117162495e-06	7.144964482083853e-06
alarms	9.050302031204536e-07	5.061016508142729e-06
alaska	8.371529378864195e-06	1.548075637784835e-05
alatorre	9.27655958198465e-06	2.9770685342016053e-07
albania	4.525151015602268e-07	3.5724822410419264e-06
albanian	2.262575507801134e-07	5.061016508142729e-06
albany	1.8100604062409074e-05	4.465602801302408e-06
albatross	2.262575507801134e-07	3.870189094462087e-06
albeit	7.013984074183515e-06	2.3816548273612843e-06
albert	1.1539135089785784e-05	1.13128604299661e-05
alberta	1.85531191639693e-05	3.8404184091200705e-05
alberto	4.5251510156022686e-06	5.358723361562889e-06
albrecht	3.778501098027894e-05	3.870189094462087e-06
albright	2.262575507801134e-07	4.7633096547225685e-06
album	1.5838028554607938e-06	1.696929064494915e-05
albumin	2.262575507801134e-07	4.167895947882248e-06
albums	2.262575507801134e-07	6.847257628663692e-06
albuquerque	4.5251510156022686e-06	2.3816548273612843e-06
alcoa	6.561468972623289e-06	4.465602801302408e-06
alcohoi	2.262575507801134e-07	5.358723361562889e-06
alcohol	4.525151015602268e-07	5.924366383061195e-05
alcoholic	9.050302031204536e-07	2.977068534201605e-06
alcott	2.262575507801134e-07	4.7633096547225685e-06
alden	6.787726523403402e-07	6.2518439218233715e-06
alderman	2.262575507801134e-07	4.7633096547225685e-06
ale	4.072635914042041e-06	3.5724822410419264e-06
alec	2.4888330585812476e-06	4.167895947882248e-06
aleck	1.3575453046806805e-06	3.274775387621766e-06
alert	4.9550403620844834e-05	0.0001848759559739197
alerting	1.1312877539005671e-06	8.633498749184656e-06
alerts	2.715090609361361e-06	1.8755531765470114e-05
alewife	2.262575507801134e-07	4.465602801302408e-06
alex	7.308118890197664e-05	1.0419739869705618e-05
alexander	9.27655958198465e-06	8.633498749184656e-06
alexandra	1.1312877539005671e-06	3.5724822410419264e-06
alexandria	6.787726523403402e-07	4.7633096547225685e-06
alexei	2.0363179570210205e-06	5.358723361562889e-06
alexios	3.1676057109215877e-06	2.9770685342016053e-07
alexis	5.882696320282949e-06	5.358723361562889e-06
alfonso	2.4888330585812476e-06	4.7633096547225685e-06
alfred	2.4888330585812476e-06	7.442671335504013e-06
algebra	6.787726523403402e-07	3.274775387621766e-06
algeria	4.525151015602268e-07	1.3396808403907224e-05
algiers	2.262575507801134e-07	4.167895947882248e-06
algorithm	5.656438769502835e-06	6.2518439218233715e-06
algorithms	3.1676057109215877e-06	2.6793616807814447e-06
algunos	2.262575507801134e-07	3.870189094462087e-06
alhaji	2.262575507801134e-07	7.442671335504013e-06
alhambra	2.0363179570210205e-06	4.465602801302408e-06
ali	3.393863261701701e-06	0.0001199758619283247
alia	4.525151015602268e-07	4.167895947882248e-06
alias	0.0002902884376508855	7.978543671660302e-05
alice	2.4888330585812476e-06	5.65643021498305e-06
alicia	4.072635914042041e-06	5.061016508142729e-06
align	8.824044480424424e-06	0.0001824943011465584
aligned	6.335211421843175e-06	3.274775387621766e-06
alignment	6.335211421843175e-06	1.7862411205209632e-06
aliium	2.262575507801134e-07	7.442671335504013e-06
alike	3.393863261701701e-06	6.847257628663692e-06
alimony	2.262575507801134e-07	6.2518439218233715e-06
aliow	2.262575507801134e-07	6.2518439218233715e-06
aliphatic	2.262575507801134e-07	4.465602801302408e-06
aliquot	2.262575507801134e-07	3.870189094462087e-06
alis	2.262575507801134e-07	1.13128604299661e-05
alison	7.013984074183515e-06	4.167895947882248e-06
alistair	9.050302031204536e-07	2.977068534201605e-06
alium	2.262575507801134e-07	3.6915649824099906e-05
aliuum	2.262575507801134e-07	1.0122033016285458e-05
alive	7.919014277303969e-06	1.8755531765470114e-05
all	0.002224564239270075	0.003510559215530533
allah	2.262575507801134e-07	1.3099101550487064e-05
allan	1.538551345304771e-05	4.7633096547225685e-06
alland	6.335211421843175e-06	2.9770685342016053e-07
allas	2.262575507801134e-07	1.4587635817587866e-05
allay	3.1676057109215877e-06	3.274775387621766e-06
allegate	2.262575507801134e-07	5.061016508142729e-06
allegations	1.1765392640565897e-05	2.3816548273612843e-06
allege	4.5251510156022686e-06	3.870189094462087e-06
alleged	1.2217907742126124e-05	3.870189094462087e-06
allegedly	7.466499175743743e-06	3.274775387621766e-06
alleges	1.7648088960848848e-05	8.931205602604816e-07
allegheny	6.629346237857322e-05	3.870189094462087e-06
allegiant	2.262575507801134e-07	4.465602801302408e-06
alleging	1.2444165292906237e-05	2.9770685342016053e-07
allegoric	2.262575507801134e-07	4.7633096547225685e-06
allegra	2.262575507801134e-07	7.740378188924174e-06
allemand	2.262575507801134e-07	4.7633096547225685e-06
allen	0.00011923772926111976	1.3099101550487064e-05
allergic	4.525151015602268e-07	3.5724822410419264e-06
allergies	2.262575507801134e-07	1.161056728338626e-05
allergy	9.050302031204536e-07	1.2801394697066903e-05
alles	2.262575507801134e-07	6.2518439218233715e-06
alleviate	6.335211421843175e-06	5.65643021498305e-06
alleviations	2.262575507801134e-07	1.2801394697066903e-05
alley	2.9413481601414743e-06	5.65643021498305e-06
alliance	4.7287828113043704e-05	2.1732600299671718e-05
alliances	6.108953871063062e-06	8.038085042344335e-06
allied	2.715090609361361e-06	1.13128604299661e-05
allies	2.2625755078011343e-06	1.4885342671008026e-06
allis	2.262575507801134e-07	4.465602801302408e-06
allison	6.787726523403402e-06	4.7633096547225685e-06
alliterate	2.262575507801134e-07	5.358723361562889e-06
allium	2.262575507801134e-07	1.548075637784835e-05
allocate	3.325985996467667e-05	4.465602801302408e-06
allocated	7.511750685899765e-05	1.7862411205209632e-06
allocating	1.3122937945246577e-05	2.083947973941124e-06
allocation	0.00010362595825729194	4.465602801302408e-06
allocations	3.733249587871871e-05	8.931205602604816e-07
allot	2.262575507801134e-07	6.549550775243532e-06
allotted	2.715090609361361e-06	4.7633096547225685e-06
allow	0.0001382433635266493	0.00011878503451464405
allowance	3.6201208124818143e-06	4.167895947882248e-06
allowances	4.072635914042041e-06	1.4885342671008026e-06
allowed	6.24470840153113e-05	3.7808770384360384e-05
allowing	3.348611751545678e-05	1.8160118058629793e-05
allows	4.8871630968504496e-05	6.0136784390872426e-05
alloy	1.3575453046806805e-06	3.5724822410419264e-06
allure	9.050302031204536e-07	5.358723361562889e-06
alluum	2.262575507801134e-07	9.824326162865297e-06
alluvium	2.262575507801134e-07	3.870189094462087e-06
ally	1.3575453046806805e-06	8.038085042344335e-06
alma	2.0363179570210205e-06	3.5724822410419264e-06
almagest	2.262575507801134e-07	5.061016508142729e-06
almighty	4.525151015602268e-07	8.633498749184656e-06
almond	6.787726523403402e-07	4.167895947882248e-06
almost	0.00011177123008537603	8.573957378500623e-05
alms	2.262575507801134e-07	7.740378188924174e-06
aloe	2.262575507801134e-07	4.167895947882248e-06
aloft	2.262575507801134e-07	4.167895947882248e-06
alon	5.656438769502835e-06	5.954137068403211e-07
alone	4.6156540359143136e-05	9.407536568077072e-05
along	0.00014322102964381178	9.139600399998928e-05
alongside	4.298893464822154e-06	7.740378188924174e-06
alonso	5.203923667942609e-06	2.9770685342016053e-07
alot	5.882696320282949e-06	8.335791895764495e-06
aloud	4.525151015602268e-07	7.144964482083853e-06
alp	2.7603421195173835e-05	5.358723361562889e-06
alpenstock	2.262575507801134e-07	3.870189094462087e-06
alpha	3.846378363261928e-06	1.3694515257327385e-05
alphabet	1.5838028554607938e-06	2.977068534201605e-06
alphabetically	2.9413481601414743e-06	1.7862411205209632e-06
alphameric	2.262575507801134e-07	3.870189094462087e-06
alphanumeric	6.787726523403402e-07	5.358723361562889e-06
alpine	4.298893464822154e-06	3.5724822410419264e-06
alport	1.0181589785105104e-05	2.9770685342016053e-07
alprazzolam	2.262575507801134e-07	1.4587635817587866e-05
already	0.0003423276743303116	0.00021911224411723816
alright	2.4888330585812476e-06	1.4885342671008026e-06
als	4.525151015602268e-07	1.5183049524428187e-05
alsatian	2.262575507801134e-07	5.061016508142729e-06
also	0.0013842436956727339	0.0008541209624624406
alt	1.267042284368635e-05	4.0190425211721674e-05
alta	2.262575507801134e-07	5.358723361562889e-06
altavista	4.525151015602268e-07	7.442671335504013e-06
alter	5.430181218722722e-06	1.696929064494915e-05
alterate	2.262575507801134e-07	4.465602801302408e-06
alteration	9.050302031204536e-07	4.167895947882248e-06
alterations	5.882696320282949e-06	2.9770685342016053e-07
altered	4.977666117162495e-06	8.931205602604816e-07
alternate	3.2128572210776105e-05	1.101515357654594e-05
alternative	6.606720482779312e-05	9.794555477523282e-05
alternatively	1.334919549602669e-05	1.0717446723125779e-05
alternatives	1.6064286105388052e-05	1.0717446723125779e-05
althea	7.013984074183515e-06	3.870189094462087e-06
although	0.00014887746841331462	6.132761180455307e-05
alto	5.203923667942609e-06	4.167895947882248e-06
altogether	3.6201208124818143e-06	5.65643021498305e-06
altos	7.240241624963629e-06	1.1908274136806421e-06
altra	4.298893464822154e-06	8.931205602604816e-07
altruism	2.262575507801134e-07	4.7633096547225685e-06
altruist	2.262575507801134e-07	4.167895947882248e-06
alum	1.8100604062409072e-06	8.633498749184656e-06
aluminium	4.298893464822154e-06	2.977068534201605e-06
aluminum	1.1086619988225557e-05	1.101515357654594e-05
alumnae	2.262575507801134e-07	4.167895947882248e-06
alumni	1.4932998351487486e-05	2.1137186592831397e-05
alumnus	4.525151015602268e-07	5.061016508142729e-06
aluum	2.262575507801134e-07	1.4587635817587866e-05
alvarez	7.013984074183515e-06	4.167895947882248e-06
alveolar	2.262575507801134e-07	3.870189094462087e-06
alvin	2.4888330585812476e-06	5.358723361562889e-06
always	0.00011607012355019818	0.0002846077518696735
alyssum	2.262575507801134e-07	4.7633096547225685e-06
am	0.0025320482507802493	0.0007320611525601748
ama	4.525151015602268e-07	6.549550775243532e-06
amadeus	5.430181218722722e-06	3.5724822410419264e-06
amalgamated	3.6201208124818143e-06	4.465602801302408e-06
amanda	1.0181589785105104e-05	2.083947973941124e-06
amarillo	3.1676057109215877e-06	3.5724822410419264e-06
amateur	6.787726523403402e-07	2.381654827361284e-05
amateurs	1.3575453046806805e-06	7.144964482083853e-06
amaze	6.787726523403402e-07	6.2518439218233715e-06
amazed	3.6201208124818143e-06	1.4587635817587866e-05
amazing	7.919014277303969e-06	8.246479839738446e-05
amazingly	1.1312877539005671e-06	5.95413706840321e-06
amazon	1.5611771003827826e-05	1.548075637784835e-05
amb	4.525151015602268e-07	5.061016508142729e-06
amber	2.2625755078011343e-06	4.7633096547225685e-06
ambi	2.262575507801134e-07	9.228912456024977e-06
ambiance	2.262575507801134e-07	4.7633096547225685e-06
ambieen	2.262575507801134e-07	2.857985792833541e-05
ambien	2.262575507801134e-07	5.3884940469049054e-05
ambient	9.050302031204536e-07	4.465602801302408e-06
ambiguity	2.9413481601414743e-06	4.465602801302408e-06
ambiguous	1.8100604062409072e-06	3.870189094462087e-06
ambiien	2.262575507801134e-07	2.1137186592831397e-05
ambition	1.3575453046806805e-06	7.144964482083853e-06
ambitious	4.5251510156022686e-06	7.144964482083853e-06
ambitiously	3.1676057109215877e-06	2.9770685342016053e-07
ambl	2.262575507801134e-07	1.8160118058629793e-05
ambleen	2.262575507801134e-07	8.633498749184656e-06
amblen	2.262575507801134e-07	1.667158379152899e-05
ambler	4.298893464822154e-06	2.9770685342016053e-07
ambllen	2.262575507801134e-07	1.4587635817587866e-05
ambrosia	2.262575507801134e-07	4.465602801302408e-06
ambulant	2.262575507801134e-07	4.465602801302408e-06
ambulate	2.262575507801134e-07	1.13128604299661e-05
ambulatory	2.262575507801134e-07	4.167895947882248e-06
ambuscade	2.262575507801134e-07	4.465602801302408e-06
amelia	9.050302031204537e-06	2.977068534201605e-06
ameliorate	4.525151015602268e-07	4.465602801302408e-06
amen	9.050302031204536e-07	4.167895947882248e-06
amend	9.27655958198465e-06	6.2518439218233715e-06
amended	1.787434651162896e-05	3.7808770384360384e-05
amendment	4.502525260524257e-05	1.4885342671008026e-06
amendments	2.7603421195173835e-05	2.9770685342016053e-07
amerada	5.203923667942609e-06	2.3816548273612843e-06
america	0.0003466265677951337	0.00023727236217586795
american	0.00020204799284664128	0.0001461740650292988
americans	1.5611771003827826e-05	3.24500470227975e-05
americas	0.00012376288027672204	4.167895947882248e-06
ames	7.013984074183515e-06	5.061016508142729e-06
amex	4.977666117162495e-06	1.101515357654594e-05
amherst	6.787726523403402e-07	5.061016508142729e-06
ami	9.11817929643857e-05	3.5724822410419264e-06
amicable	2.2625755078011343e-06	4.167895947882248e-06
amid	7.466499175743742e-05	4.465602801302408e-06
amide	2.262575507801134e-07	5.65643021498305e-06
amidst	1.3575453046806805e-06	3.274775387621766e-06
amigo	2.262575507801134e-07	8.335791895764495e-06
amin	1.1312877539005671e-06	4.167895947882248e-06
amino	2.262575507801134e-07	8.038085042344335e-06
amit	7.466499175743743e-06	2.9770685342016053e-07
amita	1.2896680394466464e-05	2.9770685342016053e-07
amitava	2.8282193847514176e-05	2.9770685342016053e-07
ammerman	2.262575507801134e-07	4.167895947882248e-06
ammeter	2.262575507801134e-07	4.7633096547225685e-06
ammonia	6.335211421843175e-06	2.3816548273612843e-06
ammunition	2.4888330585812476e-06	1.3099101550487064e-05
amnesia	2.262575507801134e-07	4.167895947882248e-06
amoco	1.7421831410068733e-05	2.083947973941124e-06
among	0.00015114004392111576	0.00018844843821496163
amongst	2.4888330585812476e-06	2.679361680781445e-05
amongthe	2.262575507801134e-07	9.228912456024977e-06
amonq	2.262575507801134e-07	1.696929064494915e-05
amonqthe	2.262575507801134e-07	1.13128604299661e-05
amorous	4.525151015602268e-07	9.526619309445137e-06
amorphous	2.262575507801134e-07	4.167895947882248e-06
amortized	4.072635914042041e-06	2.9770685342016053e-07
amos	9.050302031204536e-07	3.870189094462087e-06
